"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mytilidae,%20Lucinidae,%20Pectinidae,%20Pholadomyidae,%20Veneridae&taxon_reso=species&idqual=certain&max_ma=251.9&min_ma=0&show=class,classext,refattr,acconly"
"Access Time","Thu 2020-01-16 18:06:21 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mytilidae, Lucinidae, Pectinidae, Pholadomyidae, Veneridae"
"","idreso","species"
"","idqual","certain"
"","min_ma","0"
"","max_ma","251.9"
"","timerule","major"
"","taxon_status","all"
"","show","class,classext,refattr,acconly"
"Elapsed Time","0.786"
"Records Found","16488"
"Records Returned","16488"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no"
"1147912","occ","","","146348","Serripecten hutchinsoni","species","58791","Aquitanian","","23.03","20.44","Eagle et al.","1999","47276","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Serripecten","17027",""
"1149950","occ","","","98399","Pholadomya (Pholadomya) voltzii","species","272564","Jamesoni","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1149957","occ","","","146799","Pholadomya (Pholadomya) voltzii","species","272564","Jamesoni","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1149961","occ","","","146662","Pholadomya (Pholadomya) voltzii","species","272564","Jamesoni","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1149962","occ","","","98404","Pholadomya (Pholadomya) voltzii","species","272564","Ibex","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1149987","occ","","","146685","Pholadomya (Pholadomya) voltzii","species","272564","Jamesoni","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1149993","occ","","","146698","Pholadomya (Pholadomya) voltzii","species","272564","Jamesoni","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1149997","occ","","","146804","Pholadomya (Pholadomya) ambigua","species","245708","Jamesoni","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150013","occ","","","146716","Pholadomya (Pholadomya) ambigua","species","245708","Ibex","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150016","occ","","","146810","Pholadomya (Pholadomya) ambigua","species","245708","Ibex","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150017","occ","","","146810","Pholadomya (Pholadomya) voltzii","species","272564","Ibex","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150023","occ","","","146812","Pholadomya (Pholadomya) voltzii","species","272564","Ibex","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150024","occ","","","146814","Pholadomya (Pholadomya) ambigua","species","245708","Ibex","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150031","occ","","","146817","Pholadomya (Pholadomya) ambigua","species","245708","Ibex","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150037","occ","","","146820","Pholadomya (Pholadomya) ambigua","species","245708","Davoei","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150041","occ","","","146818","Pholadomya (Pholadomya) voltzii","species","272564","Ibex","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150046","occ","","","146719","Pholadomya (Pholadomya) ambigua","species","245708","Davoei","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150047","occ","","","146719","Pholadomya (Pholadomya) voltzii","species","272564","Davoei","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150089","occ","","","146723","Pholadomya (Pholadomya) ambigua","species","245708","Davoei","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150092","occ","","","146724","Pholadomya (Pholadomya) ambigua","species","245708","Davoei","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150097","occ","","","146726","Pseudopecten (Pseudopecten) equivalvis","species","264423","Davoei","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Pseudopecten (Pseudopecten)","16974","264424"
"1150103","occ","","","146821","Pholadomya (Pholadomya) ambigua","species","245708","Davoei","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150104","occ","","","146821","Pholadomya (Pholadomya) voltzii","species","272564","Davoei","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150106","occ","","","146743","Pholadomya (Pholadomya) ambigua","species","245708","Margaritatus","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150109","occ","","","146744","Pseudopecten (Pseudopecten) equivalvis","species","264423","Margaritatus","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Pseudopecten (Pseudopecten)","16974","264424"
"1150113","occ","","","146824","Pholadomya (Pholadomya) ambigua","species","245708","Margaritatus","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150121","occ","","","146755","Pholadomya (Pholadomya) ambigua","species","245708","Spinatum","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"1150128","occ","","","146768","Inoperna perplicata","species","160352","Spinatum","","189.6","183","Valls et al.","2004","33995","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Inoperna","16363",""
"1153473","occ","","","138305","Venus (Ventricoloidea) multilamella","species","116467","Middle Miocene","","15.97","11.608","Studencki","1988","47521","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Venus (Ventricoloidea)","18391","18390"
"1154602","occ","","","147802","Chione californiensis","species","167959","Late Pleistocene","","0.126","0.0117","Libbey and Johnson","1997","47546","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chione","17468",""
"1154603","occ","","","147802","Dosinia (Dosinia) ponderosa","species","162080","Late Pleistocene","","0.126","0.0117","Libbey and Johnson","1997","47546","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1154607","occ","","","147802","Megapitaria squalida","species","167994","Late Pleistocene","","0.126","0.0117","Libbey and Johnson","1997","47546","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista (Megapitaria)","17856","17885"
"1154612","occ","","","147802","Modiolus capax","species","167886","Late Pleistocene","","0.126","0.0117","Libbey and Johnson","1997","47546","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"1154646","occ","","","147803","Chione californiensis","species","167959","Late Pleistocene","","0.126","0.0117","Libbey and Johnson","1997","47546","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chione","17468",""
"1154647","occ","","","147803","Dosinia (Dosinia) ponderosa","species","162080","Late Pleistocene","","0.126","0.0117","Libbey and Johnson","1997","47546","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1154649","occ","","","147803","Megapitaria squalida","species","167994","Late Pleistocene","","0.126","0.0117","Libbey and Johnson","1997","47546","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista (Megapitaria)","17856","17885"
"1154651","occ","","","147803","Euvola vogdesi","species","87041","Late Pleistocene","","0.126","0.0117","Libbey and Johnson","1997","47546","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Euvola","16652",""
"1154655","occ","","","147803","Modiolus capax","species","167886","Late Pleistocene","","0.126","0.0117","Libbey and Johnson","1997","47546","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"1154728","occ","","","147805","Chlamys (Chlamys) varia","species","101745","Late Pliocene","Quaternary","3.6","0","Aguirre and Jiménez","1997","47550","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys (Chlamys)","16549","82310"
"1154736","occ","","","147805","Mytilus edulis","species","87571","Late Pliocene","Quaternary","3.6","0","Aguirre and Jiménez","1997","47550","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus","16392",""
"1162622","occ","","","149316","Lithodomus beetzi","species","275689","Priabonian","","38","33.9","Bohm","1926","47889","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Lithophaga","16370",""
"1168433","occ","","","7778","Luciniola problematica","species","277733","Bucklandi","","196.5","189.6","Chen","1982","48121","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Luciniola","17838",""
"1168434","occ","","","7778","Luciniola cingulata","species","277735","Bucklandi","","196.5","189.6","Chen","1982","48121","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Luciniola","17838",""
"1168442","occ","","","7785","Chlamys kotaklensis","species","277741","Obtusum","","196.5","189.6","Chen","1982","48121","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1168469","occ","","","150406","Hunanonectes sanduensis","species","277743","Angulata","","201.3","196.5","Chen","1982","48121","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Hunanonectes","77106",""
"1168470","occ","","","150406","Hunanonectes sanduensis","species","277743","Angulata","","201.3","196.5","Chen","1982","48121","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Hunanonectes","77106",""
"1169559","occ","","","150611","Neithea (Neithea) dutrugei","species","360689","Middle Cenomanian","Late Cenomanian","99.6","93.5","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"1169611","occ","","","150614","Neithea (Neithea) dutrugei","species","360689","Early Cenomanian","Middle Cenomanian","99.6","93.5","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"1169853","occ","","","150675","Neithea (Neithea) dutrugei","species","360689","Early Cenomanian","Middle Cenomanian","99.6","93.5","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea (Neithea)","16842","359170"
"1169862","occ","","","150675","Modiolus aequalis","species","264302","Early Cenomanian","Middle Cenomanian","99.6","93.5","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"1169910","occ","","","150677","Modiolus aequalis","species","264302","Late Albian","Cenomanian","105.3","93.9","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"1169913","occ","","","150677","Lucina fallax","species","314306","Late Albian","Cenomanian","105.3","93.9","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucina","17835",""
"1170176","occ","","","150737","Meretrix (Flaventia) orientalis","species","323147","Late Albian","Cenomanian","105.3","93.9","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Flaventia","17659",""
"1170184","occ","","","150737","Inoperna flagellifera","species","264300","Late Albian","Cenomanian","105.3","93.9","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Inoperna","16363",""
"1170192","occ","","","150737","Modiolus aequalis","species","264302","Late Albian","Cenomanian","105.3","93.9","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"1170205","occ","","F","150737","Neithea quinquecostata","species","359172","Late Albian","Cenomanian","105.3","93.9","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"1170513","occ","","F","150787","Neithea coquandi","species","359167","Early Cenomanian","Middle Cenomanian","99.6","93.5","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"1170881","occ","","F","150876","Neithea quinquecostata","species","359172","Late Albian","Cenomanian","105.3","93.9","Ayoub-Hannaa and Fürsich","2012","48157","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Neithea","16842",""
"1173572","occ","","","151326","Mercenaria campechiensis rileyi","subspecies","95535","Pliocene","","5.333","2.588","Ward","2007","48009","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Mercenaria","17892",""
"1173580","occ","","","151326","Carolinapecten eboreus","species","95568","Pliocene","","5.333","2.588","Ward","2007","48009","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Carolinapecten","16539",""
"1182353","occ","","","86499","Rebeccapecten trentensis","species","94848","Chattian","","28.1","23.03","Ward","2007","48009","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Rebeccapecten","17003",""
"1182355","occ","","","86499","Pecten (Pecten) perplanus","species","102723","Chattian","","28.1","23.03","Ward","2007","48009","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Pecten (Pecten)","16904","85852"
"1182763","occ","","","152473","Cyclas cornea","species","141727","Late Pleistocene","","0.126","0.0117","Lyell","1840","49079","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucina (Cyclas)","17835","109751"
"1182778","occ","","","60452","Chlamys cookei","species","94835","Bartonian","","41.3","38","Ward","2007","48009","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1183715","occ","","","141248","Arcomytilus nudus","species","284228","Late Bajocian","","171.6","167.7","Repin","2013","49155","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Arcomytilus","16339",""
"1183997","occ","","","152645","Dosinia lupina","species","217001","Middle Pleistocene","","0.781","0.126","Sessa et al.","2013","49195","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"1190689","occ","","","153720","Crassadoma multistriata","species","100360","Early Pliocene","","5.333","3.6","Aguirre et al.","2014","49781","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Crassadoma","16577",""
"1192437","occ","","","154115","Swiftopecten parmeleei","species","293119","Zanclean","","5.333","3.6","Ashby and Minch","1984","49967","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys (Swiftopecten)","16549","17059"
"1192439","occ","","","154115","Dosinia (Dosinia) ponderosa","species","162080","Zanclean","","5.333","3.6","Ashby and Minch","1984","49967","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1192441","occ","","","154115","Lucinoma annulatum","species","103085","Zanclean","","5.333","3.6","Ashby and Minch","1984","49967","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucinoma","17840",""
"1192460","occ","","","154116","Dosinia (Dosinia) ponderosa","species","162080","Late Pliocene","","3.6","2.588","Ashby and Minch","1984","49967","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1193057","occ","","","154138","Camptonectes (Camptonectes) auritus","species","166412","Late Kimmeridgian","","155.7","150.8","Dietl and Schweigert","2011","49972","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes (Camptonectes)","16531","166409"
"1193058","occ","","","154138","Chlamys textoria","species","210145","Late Kimmeridgian","","155.7","150.8","Dietl and Schweigert","2011","49972","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1193061","occ","","","154138","Eopecten velatus","species","163964","Late Kimmeridgian","","155.7","150.8","Dietl and Schweigert","2011","49972","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Eopecten","16641",""
"1193074","occ","","","154138","Spondylopecten palinurus","species","163962","Late Kimmeridgian","","155.7","150.8","Dietl and Schweigert","2011","49972","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Spondylopecten","17043",""
"1203842","occ","","","155789","Dosinia falconensis","species","294080","Late Miocene","","11.608","5.333","Hodson and Hodson","1931","50936","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"1204987","occ","","","156096","Sinbadiella pygmaea","species","68908","Smithian","","251.3","247.2","Hofmann et al.","2014","51103","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Sinbadiella","68907",""
"1205076","occ","","","156110","Sinbadiella pygmaea","species","68908","Smithian","","251.3","247.2","Hofmann et al.","2014","51103","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Sinbadiella","68907",""
"1205920","occ","","","156327","Clementia (Clementia) dariena","species","111828","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Clementia)","17484","90362"
"1206083","occ","","","156356","Ventricolaria harrisiana","species","111817","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Globivenus","17689",""
"1206100","occ","","","156356","Cyclinella cyclica","species","111822","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1206110","occ","","","156356","Lirophora (Lirophora) quirosensis","species","171555","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Lirophora (Lirophora)","17824","90364"
"1206518","occ","","","156487","Dosinia (Dosinia) delicatissima","species","145044","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1206668","occ","","","156512","Chione (Chionopsis) tegulum","species","161767","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1206691","occ","","","156520","Cyclinella cyclica","species","111822","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1206709","occ","","","156522","Cyclinella cyclica","species","111822","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1206710","occ","","","156522","Chione (Chionopsis) tegulum","species","161767","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1206734","occ","","","156524","Cyclinella cyclica","species","111822","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1206736","occ","","","156524","Lirophora (Lirophora) quirosensis","species","171555","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Lirophora (Lirophora)","17824","90364"
"1206809","occ","","","156547","Chione (Chionopsis) tegulum","species","161767","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1207461","occ","","","156691","Clementia (Clementia) dariena","species","111828","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Clementia)","17484","90362"
"1207550","occ","","","156700","Chione (Chionopsis) tegulum","species","161767","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1207812","occ","","","156719","Codakia (Codakia) orbicularis","species","94546","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Codakia (Codakia)","17488","95867"
"1207814","occ","","","156719","Chione cancellata","species","94440","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chione","17468",""
"1208032","occ","","","156749","Mimachlamys canalis","species","160220","Aquitanian","Burdigalian","23.03","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys (Mimachlamys)","16549","16811"
"1208035","occ","","","156751","Cyclinella cyclica","species","111822","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1208054","occ","","","156751","Lindapecten buchivacoanus","species","160222","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lindapecten","97218",""
"1208061","occ","","","156753","Lindapecten buchivacoanus","species","160222","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lindapecten","97218",""
"1208069","occ","","","156753","Dosinia (Dosinia) delicatissima","species","145044","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1208074","occ","","","156753","Clementia (Clementia) dariena","species","111828","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Clementia)","17484","90362"
"1208085","occ","","","156753","Cyclinella cyclica","species","111822","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1208093","occ","","","156754","Cyclinella cyclica","species","111822","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1208097","occ","","","156754","Clementia (Clementia) dariena","species","111828","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Clementia)","17484","90362"
"1208267","occ","","","156797","Dosinia (Dosinia) delicatissima","species","145044","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1208276","occ","","","156797","Lindapecten buchivacoanus","species","160222","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lindapecten","97218",""
"1208297","occ","","","156796","Chione (Chionopsis) tegulum","species","161767","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1208300","occ","","","156796","Lindapecten buchivacoanus","species","160222","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lindapecten","97218",""
"1208306","occ","","","156794","Lindapecten buchivacoanus","species","160222","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lindapecten","97218",""
"1208336","occ","","","156791","Dosinia (Dosinia) delicatissima","species","145044","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1208338","occ","","","156791","Lindapecten buchivacoanus","species","160222","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lindapecten","97218",""
"1211297","occ","","","157271","Euvola codercola","species","160191","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Euvola","16652",""
"1211304","occ","","","157271","Macrocallista maculata","species","109337","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista","17856",""
"1211334","occ","","","156682","Dosinia (Dosinia) delicatissima","species","145044","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
